#	A
-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	-1
-1	+1	+1	-1	-1	-1	+1	-1	+1	-1	+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	-1
-1	-1	+1	-1	-1	-1	+1	+1	+1	-1	+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	-1
-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	+1	+1	+1	+1	+1	+1	-1	+1	-1	+1	-1
-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	+1	+1	+1	+1	+1	+1	-1	-1	+1	+1	-1
#	E
+1	+1	+1	+1	+1	+1	-1	-1	-1	-1	+1	+1	+1	-1	-1	+1	+1	+1	+1	+1	1
+1	+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	+1	+1	-1	-1	+1	+1	+1	+1	+1	1
+1	+1	+1	+1	+1	+1	-1	-1	+1	-1	+1	+1	+1	-1	-1	+1	+1	+1	+1	+1	1
+1	+1	+1	+1	+1	+1	-1	-1	-1	-1	+1	+1	+1	-1	+1	+1	+1	+1	+1	+1	1
+1	+1	+1	+1	+1	+1	-1	-1	-1	-1	+1	+1	+1	+1	-1	+1	+1	+1	+1	+1	1
#	I
-1	+1	+1	+1	-1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	+1	+1	+1	-1	-1
+1	+1	+1	+1	-1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	-1	+1	+1	+1	-1	-1
-1	+1	+1	+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	-1	-1	-1	+1	+1	+1	-1	-1
-1	+1	+1	+1	-1	-1	-1	+1	-1	-1	-1	-1	+1	-1	-1	+1	+1	+1	+1	-1	-1
-1	+1	+1	+1	-1	-1	-1	+1	-1	-1	-1	-1	+1	+1	-1	-1	+1	+1	+1	-1	-1
#	O
+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	+1	+1	+1	+1	+1	+1	-1	-1	+1	+1	-1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	+1	+1	+1	+1	+1	-1	-1	+1	+1	+1	-1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	+1	+1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	+1	+1	+1	+1	+1	-1	-1	-1	+1	+1	-1	-1	+1	+1	+1	+1	+1	+1	+1	-1
#	U
+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	+1	-1	-1	+1	+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	-1	-1	+1	+1	+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	+1	-1	-1	+1	+1	+1	+1	+1	+1	-1
+1	-1	-1	-1	+1	+1	-1	-1	-1	+1	+1	-1	-1	+1	+1	+1	+1	+1	+1	+1	-1
